Date	End Time	Wind Speed	Vestas 126 3.3MW Power Output	Vestas 126 3.3MW Operating Status	GAMESA 114 2.5MW Power Output	GAMESA 114 2.5MW Operating Status	Grid Purchases	Grid Sales	Total Electrical Load Served	Renewable Penetration	Excess Electrical Production	Capacity Shortage	Total Renewable Power Output	Inverter Power Input	Inverter Power Output	Rectifier Power Input	Rectifier Power Output	GS200 z20 Maximum Charge Power	GS200 z20 Maximum Discharge Power	GS200 z20 Charge Power	GS200 z20 Discharge Power	GS200 z20 Input Power	GS200 z20 Energy Content	GS200 z20 State of Charge	GS200 z20 Energy Cost	AC Required Operating Capacity	DC Required Operating Capacity	AC Operating Capacity	DC Operating Capacity	Battery Delta Q	Cost Per Hour
		m/s	kW	status	kW	status	kW	kW	kW	%	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kWh	%	$/kWh	kW	kW	kW	kW	?	$
Nov 18	2:00	2.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Nov 18	3:00	1.727	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Nov 18	4:00	2.864	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Nov 18	5:00	3.518	1264.100	0.000	2729.519	0.000	0.000	3993.620	3993.620	100.000	0.000	0.000	3993.620	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	1996.810	0.000	4003.620	1423.025	0.000	-399.362
Nov 18	6:00	3.642	1519.839	0.000	3308.440	0.000	0.000	4828.279	4828.279	100.000	0.000	0.000	4828.279	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2414.140	0.000	4838.279	1423.025	0.000	-482.828
Nov 18	7:00	3.392	1004.081	0.000	2140.910	0.000	0.000	3144.991	3144.991	100.000	0.000	0.000	3144.991	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	1572.495	0.000	3154.991	1423.025	0.000	-314.499
Nov 18	8:00	3.554	1337.775	0.000	2896.298	0.000	0.000	4234.073	4234.073	100.000	0.000	0.000	4234.073	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2117.037	0.000	4244.073	1423.025	0.000	-423.407
Nov 18	9:00	6.874	11784.885	0.000	17831.949	0.000	0.000	29616.834	29616.834	100.000	0.000	0.000	29616.834	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14808.417	0.000	29626.834	1423.025	0.000	-2961.683
Nov 18	10:00	6.129	8196.006	0.000	12267.483	0.000	0.000	20463.488	20463.488	100.000	0.000	0.000	20463.488	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	10231.744	0.000	20473.488	1423.025	0.000	-2046.349
Nov 18	11:00	5.681	6291.068	0.000	9852.391	0.000	0.000	16143.459	16143.459	100.000	0.000	0.000	16143.459	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	8071.729	0.000	16153.459	1423.025	0.000	-1614.346
Nov 18	12:00	5.511	5799.825	0.000	9455.234	0.000	0.000	15255.059	15255.059	100.000	0.000	0.000	15255.059	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7627.529	0.000	15265.059	1423.025	0.000	-1525.506
Nov 18	13:00	6.323	9133.106	0.000	13744.840	0.000	0.000	22877.945	22877.945	100.000	0.000	0.000	22877.945	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	11438.973	0.000	22887.945	1423.025	0.000	-2287.795
Nov 18	14:00	7.081	12785.644	0.000	18681.488	0.000	0.000	31467.133	31467.133	100.000	0.000	0.000	31467.133	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15733.566	0.000	31477.133	1423.025	0.000	-3146.713
Nov 18	15:00	6.571	10325.811	0.000	15625.160	0.000	0.000	25950.971	25950.971	100.000	0.000	0.000	25950.971	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	12975.485	0.000	25960.971	1423.025	0.000	-2595.097
Nov 18	16:00	7.839	16622.523	0.000	21757.527	0.000	0.000	38380.051	38380.051	100.000	0.000	0.000	38380.051	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	19190.025	0.000	38390.051	1423.025	0.000	-3838.005
Nov 18	17:00	7.815	16458.990	0.000	21684.859	0.000	0.000	38143.852	38143.852	100.000	0.000	0.000	38143.852	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	19071.926	0.000	38153.852	1423.025	0.000	-3814.385
Nov 18	18:00	7.801	16359.658	0.000	21625.834	0.000	0.000	37985.492	37985.492	100.000	0.000	0.000	37985.492	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	18992.746	0.000	37995.492	1423.025	0.000	-3798.549
Nov 18	19:00	9.355	27935.242	0.000	26590.939	0.000	0.000	54526.180	54526.180	100.000	0.000	0.000	54526.180	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	27263.090	0.000	54536.180	1423.025	0.000	-5452.618
Nov 18	20:00	8.271	19596.070	0.000	22767.219	0.000	0.000	42363.289	42363.289	100.000	0.000	0.000	42363.289	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21181.645	0.000	42373.289	1423.025	0.000	-4236.329
Nov 18	21:00	8.060	18144.744	0.000	22274.408	0.000	0.000	40419.152	40419.152	100.000	0.000	0.000	40419.152	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	20209.576	0.000	40429.152	1423.025	0.000	-4041.915
Nov 18	22:00	7.459	14607.259	0.000	20227.844	0.000	0.000	34835.102	34835.102	100.000	0.000	0.000	34835.102	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17417.551	0.000	34845.102	1423.025	0.000	-3483.510
Nov 18	23:00	6.094	8029.265	0.000	12004.615	0.000	0.000	20033.879	20033.879	100.000	0.000	0.000	20033.879	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	10016.939	0.000	20043.879	1423.025	0.000	-2003.388
Nov 19	0:00	7.492	14765.764	0.000	20362.398	0.000	0.000	35128.164	35128.164	100.000	0.000	0.000	35128.164	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17564.082	0.000	35138.164	1423.025	0.000	-3512.816
Nov 19	1:00	9.351	27901.572	0.000	26571.883	0.000	0.000	54473.453	54473.453	100.000	0.000	0.000	54473.453	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	27236.727	0.000	54483.453	1423.025	0.000	-5447.345
Nov 19	2:00	11.139	40683.082	0.000	28585.330	0.000	0.000	69268.414	69268.414	100.000	0.000	0.000	69268.414	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	34634.207	0.000	69278.414	1423.025	0.000	-6926.841
Nov 19	3:00	9.829	31851.572	0.000	28585.330	0.000	0.000	60436.902	60436.902	100.000	0.000	0.000	60436.902	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	30218.451	0.000	60446.902	1423.025	0.000	-6043.690
Nov 19	4:00	9.698	30771.070	0.000	28195.820	0.000	0.000	58966.891	58966.891	100.000	0.000	0.000	58966.891	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	29483.445	0.000	58976.891	1423.025	0.000	-5896.689
Nov 19	5:00	9.788	31518.574	0.000	28585.330	0.000	0.000	60103.906	60103.906	100.000	0.000	0.000	60103.906	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	30051.953	0.000	60113.906	1423.025	0.000	-6010.391
Nov 19	6:00	10.120	34258.270	0.000	28585.330	0.000	0.000	62843.602	62843.602	100.000	0.000	0.000	62843.602	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	31421.801	0.000	62853.602	1423.025	0.000	-6284.360
Nov 19	7:00	12.259	43561.242	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.067	2146.570	0.000	72146.570	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36073.285	0.000	72156.570	1423.025	0.000	0.000
Nov 19	8:00	10.544	37759.293	0.000	28585.330	0.000	0.000	66344.625	66344.625	100.000	0.000	0.000	66344.625	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33172.313	0.000	66354.625	1423.025	0.000	-6634.462
Nov 19	9:00	9.228	26891.254	0.000	26000.117	0.000	0.000	52891.371	52891.371	100.000	0.000	0.000	52891.371	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	26445.686	0.000	52901.371	1423.025	0.000	-5289.137
Nov 19	10:00	9.728	31018.330	0.000	28335.750	0.000	0.000	59354.078	59354.078	100.000	0.000	0.000	59354.078	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	29677.039	0.000	59364.078	1423.025	0.000	-5935.408
Nov 19	11:00	10.863	39539.965	0.000	28585.330	0.000	0.000	68125.297	68125.297	100.000	0.000	0.000	68125.297	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	34062.648	0.000	68135.297	1423.025	0.000	-6812.530
Nov 19	12:00	9.257	27127.842	0.000	26134.008	0.000	0.000	53261.852	53261.852	100.000	0.000	0.000	53261.852	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	26630.926	0.000	53271.852	1423.025	0.000	-5326.185
Nov 19	13:00	10.060	33762.527	0.000	28585.330	0.000	0.000	62347.859	62347.859	100.000	0.000	0.000	62347.859	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	31173.930	0.000	62357.859	1423.025	0.000	-6234.786
Nov 19	14:00	6.888	11856.479	0.000	17892.727	0.000	0.000	29749.205	29749.205	100.000	0.000	0.000	29749.205	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14874.603	0.000	29759.205	1423.025	0.000	-2974.921
Nov 19	15:00	8.113	18507.188	0.000	22397.480	0.000	0.000	40904.668	40904.668	100.000	0.000	0.000	40904.668	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	20452.334	0.000	40914.668	1423.025	0.000	-4090.467
Nov 19	16:00	6.504	10002.976	0.000	15116.205	0.000	0.000	25119.180	25119.180	100.000	0.000	0.000	25119.180	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	12559.590	0.000	25129.180	1423.025	0.000	-2511.918
Nov 19	17:00	6.978	12288.240	0.000	18259.246	0.000	0.000	30547.486	30547.486	100.000	0.000	0.000	30547.486	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15273.743	0.000	30557.486	1423.025	0.000	-3054.749
Nov 19	18:00	5.007	4342.134	0.000	8276.734	0.000	0.000	12618.868	12618.868	100.000	0.000	0.000	12618.868	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6309.434	0.000	12628.868	1423.025	0.000	-1261.887
Nov 19	19:00	5.004	4333.794	0.000	8269.992	0.000	0.000	12603.787	12603.787	100.000	0.000	0.000	12603.787	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6301.894	0.000	12613.787	1423.025	0.000	-1260.379
Nov 19	20:00	6.119	8147.449	0.000	12190.935	0.000	0.000	20338.383	20338.383	100.000	0.000	0.000	20338.383	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	10169.191	0.000	20348.383	1423.025	0.000	-2033.838
Nov 19	21:00	5.164	4795.921	0.000	8643.607	0.000	0.000	13439.529	13439.529	100.000	0.000	0.000	13439.529	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6719.765	0.000	13449.529	1423.025	0.000	-1343.953
Nov 19	22:00	4.963	4214.842	0.000	8173.821	0.000	0.000	12388.663	12388.663	100.000	0.000	0.000	12388.663	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6194.332	0.000	12398.663	1423.025	0.000	-1238.866
Nov 19	23:00	4.117	2467.902	0.000	5290.977	0.000	0.000	7758.879	7758.879	100.000	0.000	0.000	7758.879	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3879.439	0.000	7768.879	1423.025	0.000	-775.888
Nov 20	0:00	4.599	3396.233	0.000	6979.666	0.000	0.000	10375.899	10375.899	100.000	0.000	0.000	10375.899	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5187.950	0.000	10385.899	1423.025	0.000	-1037.590
Nov 20	1:00	4.796	3777.074	0.000	7672.438	0.000	0.000	11449.512	11449.512	100.000	0.000	0.000	11449.512	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5724.756	0.000	11459.512	1423.025	0.000	-1144.951
Nov 20	2:00	6.628	10600.416	0.000	16058.082	0.000	0.000	26658.498	26658.498	100.000	0.000	0.000	26658.498	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	13329.249	0.000	26668.498	1423.025	0.000	-2665.850
Nov 20	3:00	8.171	18909.865	0.000	22534.213	0.000	0.000	41444.078	41444.078	100.000	0.000	0.000	41444.078	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	20722.039	0.000	41454.078	1423.025	0.000	-4144.408
Nov 20	4:00	6.271	8880.891	0.000	13347.220	0.000	0.000	22228.109	22228.109	100.000	0.000	0.000	22228.109	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	11114.055	0.000	22238.109	1423.025	0.000	-2222.811
Nov 20	5:00	5.401	5479.507	0.000	9196.267	0.000	0.000	14675.773	14675.773	100.000	0.000	0.000	14675.773	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7337.887	0.000	14685.773	1423.025	0.000	-1467.577
Nov 20	6:00	4.544	3290.048	0.000	6786.509	0.000	0.000	10076.557	10076.557	100.000	0.000	0.000	10076.557	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5038.278	0.000	10086.557	1423.025	0.000	-1007.656
Nov 20	7:00	5.408	5500.105	0.000	9212.920	0.000	0.000	14713.025	14713.025	100.000	0.000	0.000	14713.025	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7356.513	0.000	14723.025	1423.025	0.000	-1471.303
Nov 20	8:00	8.555	21550.100	0.000	23430.725	0.000	0.000	44980.824	44980.824	100.000	0.000	0.000	44980.824	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	22490.412	0.000	44990.824	1423.025	0.000	-4498.083
Nov 20	9:00	6.612	10524.280	0.000	15938.051	0.000	0.000	26462.332	26462.332	100.000	0.000	0.000	26462.332	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	13231.166	0.000	26472.332	1423.025	0.000	-2646.233
Nov 20	10:00	6.548	10217.418	0.000	15454.274	0.000	0.000	25671.691	25671.691	100.000	0.000	0.000	25671.691	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	12835.846	0.000	25681.691	1423.025	0.000	-2567.169
Nov 20	11:00	4.533	3269.548	0.000	6749.219	0.000	0.000	10018.768	10018.768	100.000	0.000	0.000	10018.768	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5009.384	0.000	10028.768	1423.025	0.000	-1001.877
Nov 20	12:00	4.573	3346.709	0.000	6889.580	0.000	0.000	10236.289	10236.289	100.000	0.000	0.000	10236.289	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5118.145	0.000	10246.289	1423.025	0.000	-1023.629
Nov 20	13:00	5.284	5142.843	0.000	8924.084	0.000	0.000	14066.928	14066.928	100.000	0.000	0.000	14066.928	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7033.464	0.000	14076.928	1423.025	0.000	-1406.693
Nov 20	14:00	6.330	9167.018	0.000	13798.304	0.000	0.000	22965.320	22965.320	100.000	0.000	0.000	22965.320	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	11482.660	0.000	22975.320	1423.025	0.000	-2296.532
Nov 20	15:00	5.258	5068.077	0.000	8863.639	0.000	0.000	13931.716	13931.716	100.000	0.000	0.000	13931.716	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6965.858	0.000	13941.716	1423.025	0.000	-1393.172
Nov 20	16:00	7.208	13397.236	0.000	19200.666	0.000	0.000	32597.902	32597.902	100.000	0.000	0.000	32597.902	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16298.951	0.000	32607.902	1423.025	0.000	-3259.790
Nov 20	17:00	6.781	11339.682	0.000	17223.545	0.000	0.000	28563.227	28563.227	100.000	0.000	0.000	28563.227	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14281.613	0.000	28573.227	1423.025	0.000	-2856.323
Nov 20	18:00	5.598	6049.328	0.000	9656.951	0.000	0.000	15706.279	15706.279	100.000	0.000	0.000	15706.279	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7853.140	0.000	15716.279	1423.025	0.000	-1570.628
Nov 20	19:00	4.975	4249.245	0.000	8201.636	0.000	0.000	12450.881	12450.881	100.000	0.000	0.000	12450.881	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6225.440	0.000	12460.881	1423.025	0.000	-1245.088
Nov 20	20:00	5.208	4923.679	0.000	8746.896	0.000	0.000	13670.576	13670.576	100.000	0.000	0.000	13670.576	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6835.288	0.000	13680.576	1423.025	0.000	-1367.058
Nov 20	21:00	4.268	2757.966	0.000	5818.620	0.000	0.000	8576.585	8576.585	100.000	0.000	0.000	8576.585	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4288.292	0.000	8586.585	1423.025	0.000	-857.659
Nov 20	22:00	4.285	2790.906	0.000	5878.540	0.000	0.000	8669.445	8669.445	100.000	0.000	0.000	8669.445	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4334.723	0.000	8679.445	1423.025	0.000	-866.945
Nov 20	23:00	4.793	3770.801	0.000	7661.027	0.000	0.000	11431.828	11431.828	100.000	0.000	0.000	11431.828	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5715.914	0.000	11441.828	1423.025	0.000	-1143.183
Nov 21	0:00	4.144	2520.513	0.000	5386.682	0.000	0.000	7907.195	7907.195	100.000	0.000	0.000	7907.195	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3953.597	0.000	7917.195	1423.025	0.000	-790.719
Nov 21	1:00	3.109	419.218	0.000	816.945	0.000	0.000	1236.163	1236.163	100.000	0.000	0.000	1236.163	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	618.082	0.000	1246.163	1423.025	0.000	-123.616
Nov 21	2:00	3.221	651.285	0.000	1342.279	0.000	0.000	1993.563	1993.563	100.000	0.000	0.000	1993.563	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	996.782	0.000	2003.563	1423.025	0.000	-199.356
Nov 21	3:00	4.196	2620.418	0.000	5568.414	0.000	0.000	8188.832	8188.832	100.000	0.000	0.000	8188.832	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4094.416	0.000	8198.832	1423.025	0.000	-818.883
Nov 21	4:00	2.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Nov 21	5:00	3.863	1975.673	0.000	4340.318	0.000	0.000	6315.991	6315.991	100.000	0.000	0.000	6315.991	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3157.996	0.000	6325.991	1423.025	0.000	-631.599
Nov 21	6:00	2.224	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Nov 21	7:00	3.177	558.878	0.000	1133.097	0.000	0.000	1691.975	1691.975	100.000	0.000	0.000	1691.975	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	845.987	0.000	1701.975	1423.025	0.000	-169.197
Nov 21	8:00	2.639	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Nov 21	9:00	1.555	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Nov 21	10:00	1.654	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Nov 21	11:00	2.863	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Nov 21	12:00	3.026	248.214	0.000	429.841	0.000	0.000	678.055	678.055	100.000	0.000	0.000	678.055	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	339.028	0.000	688.055	1423.025	0.000	-67.806
Nov 21	13:00	4.590	3378.867	0.000	6948.077	0.000	0.000	10326.944	10326.944	100.000	0.000	0.000	10326.944	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5163.472	0.000	10336.944	1423.025	0.000	-1032.694
Nov 21	14:00	4.080	2396.753	0.000	5161.554	0.000	0.000	7558.307	7558.307	100.000	0.000	0.000	7558.307	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3779.153	0.000	7568.307	1423.025	0.000	-755.831
Nov 21	15:00	3.555	1341.040	0.000	2903.688	0.000	0.000	4244.728	4244.728	100.000	0.000	0.000	4244.728	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2122.364	0.000	4254.728	1423.025	0.000	-424.473
Nov 21	16:00	5.639	6168.895	0.000	9753.616	0.000	0.000	15922.511	15922.511	100.000	0.000	0.000	15922.511	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7961.255	0.000	15932.511	1423.025	0.000	-1592.251
Nov 21	17:00	5.371	5393.667	0.000	9126.867	0.000	0.000	14520.535	14520.535	100.000	0.000	0.000	14520.535	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7260.268	0.000	14530.535	1423.025	0.000	-1452.054
Nov 21	18:00	7.426	14446.496	0.000	20091.373	0.000	0.000	34537.867	34537.867	100.000	0.000	0.000	34537.867	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17268.934	0.000	34547.867	1423.025	0.000	-3453.787
Nov 21	19:00	8.252	19469.178	0.000	22724.131	0.000	0.000	42193.309	42193.309	100.000	0.000	0.000	42193.309	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21096.654	0.000	42203.309	1423.025	0.000	-4219.331
Nov 21	20:00	6.359	9306.737	0.000	14018.574	0.000	0.000	23325.313	23325.313	100.000	0.000	0.000	23325.313	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	11662.656	0.000	23335.313	1423.025	0.000	-2332.531
Nov 21	21:00	5.732	6438.539	0.000	9971.615	0.000	0.000	16410.154	16410.154	100.000	0.000	0.000	16410.154	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	8205.077	0.000	16420.154	1423.025	0.000	-1641.016
Nov 21	22:00	6.090	8009.957	0.000	11974.177	0.000	0.000	19984.133	19984.133	100.000	0.000	0.000	19984.133	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	9992.066	0.000	19994.133	1423.025	0.000	-1998.413
Nov 21	23:00	6.158	8335.342	0.000	12487.151	0.000	0.000	20822.492	20822.492	100.000	0.000	0.000	20822.492	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	10411.246	0.000	20832.492	1423.025	0.000	-2082.249
Nov 22	0:00	4.685	3562.185	0.000	7281.541	0.000	0.000	10843.726	10843.726	100.000	0.000	0.000	10843.726	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5421.863	0.000	10853.726	1423.025	0.000	-1084.373
Nov 22	1:00	2.391	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
